product_category_name,qty,freight_price,unit_price,product_score,customers,weekend,holiday,month,volume,comp_1,ps1,fp1,comp_2,ps2,fp2,comp_3,ps3,fp3,lag_price
3,17,14.20235294,99.99,4.2,33,10,2,4,15750,99.99,4.2,14.20235294,129.99,4.3,17.39642857,99.99,4.2,14.20235294,99.99
3,3,15.93333333,99.99,4.2,10,9,1,9,15750,99.99,4.2,15.93333333,99.99,4.2,15.93333333,29.5,4.4,11.73,99.99
5,17,14.38823529,52.56666667,4.0,102,8,3,5,19800,53.41515152,4.1,10.75303571,53.70952381,4.2,13.51034483,53.05789474,4.1,12.98,53.9
8,23,13.63130435,258.9695652,3.7,260,8,3,5,3042,103.7925234,4.2,0.095438596,105.0,4.2,11.3772973,132.53125,3.8,15.7621875,280.6666667
1,43,36.8072093,156.5113514,4.2,152,8,2,1,8000,156.5113514,4.2,36.8072093,150.3545455,4.3,22.54772727,97.6425,3.5,14.84655172,149.99
5,1,33.54,179.99,4.2,3,8,2,2,8000,179.99,4.2,33.54,179.99,4.2,33.54,179.99,4.2,33.54,179.94
8,1,14.3,78.0,3.9,29,10,1,7,640,161.5909091,4.2,15.52545455,78.0,3.9,14.3,197.383,3.8,16.606,78.0
8,13,15.18538462,160.6692308,4.2,48,8,1,8,2288,160.6692308,4.2,15.18538462,160.6692308,4.2,15.18538462,179.9,3.8,14.92666667,161.5909091
0,4,12.6375,47.9,4.2,43,9,0,6,8000,79.9,3.9,23.00565217,47.9,4.2,12.6375,39.99,4.0,13.998,47.9
7,17,13.74117647,56.99,4.3,18,9,1,9,3360,56.99,4.3,13.74117647,142.5,4.4,9.19,56.99,4.3,13.74117647,56.99
0,29,13.88241379,45.9,4.2,50,9,2,10,8000,89.9,3.9,21.57214286,45.9,4.2,13.88241379,45.95,4.0,15.1,45.85
3,13,25.28615385,166.99,3.8,102,8,2,1,16530,99.99,4.2,16.54,129.99,4.3,17.41,29.5,4.4,16.53263158,166.99
2,10,13.319,27.03333333,3.9,9,8,2,1,2304,27.03333333,3.9,13.319,27.03333333,3.9,13.319,27.03333333,3.9,13.319,24.5
1,4,17.1875,73.0,4.0,66,9,0,6,2808,114.4911538,4.2,53.62555556,149.9,4.3,27.62666667,78.9,3.5,17.328,72.95
5,9,45.69666667,54.45,4.3,339,8,4,11,32560,52.40694444,4.1,17.06747253,53.64828125,4.2,16.07586207,53.78571429,4.1,18.27550725,59.9
2,3,15.87,36.2,4.2,3,8,3,5,2304,36.2,4.2,15.87,36.2,4.2,15.87,36.2,4.2,15.87,35.05714286
6,4,16.375,84.99,3.8,169,9,1,3,8151,23.99,4.3,14.19875,83.74,4.1,11.876875,58.99,3.9,15.228,84.99
6,10,38.57,352.25,4.3,159,8,3,5,11400,23.99,4.3,7.988571429,79.99,4.1,21.943125,58.99,3.9,9.4225,349.9
1,35,30.22742857,149.9,4.3,107,9,1,4,4840,120.9230769,4.2,27.25303571,149.9,4.3,30.22742857,80.66666667,3.5,18.17230769,149.9
0,13,16.19461538,92.0,3.3,62,8,2,2,20944,86.9,3.9,19.20909091,92.0,3.3,16.19461538,39.99,4.0,13.74944444,98.3
1,31,41.16322581,149.0,4.2,202,8,2,2,8000,149.0,4.2,41.16322581,149.9,4.3,26.55289855,78.7122807,3.5,14.53591549,156.5113514
7,1,9.19,142.5,4.4,18,9,1,9,4693,56.99,4.3,13.74117647,142.5,4.4,9.19,142.5,4.4,9.19,142.5
7,7,11.75,56.99,4.3,7,10,1,7,3360,56.99,4.3,11.75,56.99,4.3,11.75,56.99,4.3,11.75,56.99
3,11,23.95454545,173.8081818,3.8,45,9,1,3,16530,99.99,4.2,20.78,129.99,4.3,18.49,35.0,4.4,16.25615385,176.99
8,10,13.455,346.158,3.7,43,9,2,10,3042,134.9,4.2,6.81,346.158,3.7,13.455,232.49,3.8,14.2125,339.0
6,22,9.772727273,29.9,4.5,159,8,3,5,1200,23.99,4.3,7.988571429,79.99,4.1,21.943125,58.99,3.9,9.4225,29.9
0,40,16.294,89.9,3.9,97,8,4,11,20000,89.9,3.9,16.294,89.9,3.9,16.294,40.53181818,4.0,15.83272727,89.9
5,14,16.62642857,59.9,4.1,74,10,1,7,19800,59.9,4.1,16.62642857,59.9,4.2,16.11157895,59.9,4.1,15.39230769,59.9
7,17,12.29294118,56.99,4.3,19,9,2,10,3360,56.99,4.3,12.29294118,142.5,4.4,17.15,56.99,4.3,12.29294118,56.99
6,21,12.68333333,19.99,4.3,53,8,1,6,4500,19.99,4.3,12.68333333,89.99,4.1,14.16333333,58.79952381,3.9,13.90333333,19.99
8,6,14.95,171.792,4.0,29,10,1,7,4480,161.5909091,4.2,15.52545455,171.792,4.0,14.95,197.383,3.8,16.606,157.99
6,58,12.56344828,48.45944444,4.2,169,9,1,3,3762,23.99,4.3,14.19875,83.74,4.1,11.876875,58.99,3.9,15.228,47.35789474
6,13,18.03846154,19.99,4.3,23,10,2,4,4500,19.99,4.3,18.03846154,19.99,4.3,18.03846154,64.99,3.9,15.16888889,19.99
6,33,33.01,122.99,4.1,113,9,1,7,5700,23.99,4.3,18.81,79.99,4.1,16.745,58.99,3.9,7.67,122.99
5,44,17.26727273,55.75,4.1,184,10,1,12,19800,55.1,4.1,15.75960784,55.425,4.2,19.184375,55.75,4.1,17.26727273,53.78571429
0,13,14.23615385,39.99,4.0,34,9,1,4,3800,85.045,3.9,12.94,39.99,4.0,14.23615385,39.99,4.0,14.23615385,39.99
0,9,17.82222222,90.875,3.3,34,9,1,4,20944,85.045,3.9,12.94,90.875,3.3,17.82222222,39.99,4.0,14.23615385,92.0
5,4,16.6125,59.9,4.0,26,8,1,6,19800,59.9,4.1,17.67,59.9,4.2,16.26,59.9,4.0,16.6125,59.9
5,2,43.555,101.0,4.1,160,8,2,2,19656,50.54516129,4.1,16.61153846,50.9,4.2,17.51944444,50.35714286,4.1,18.281875,99.5
4,8,15.55875,38.4,3.8,17,9,2,10,14000,75.0,4.1,13.64,38.4,3.7,13.98,38.4,3.8,15.55875,38.4
5,3,16.26,59.9,4.2,26,8,1,6,32560,59.9,4.1,17.67,59.9,4.2,16.26,59.9,4.2,16.26,59.9
8,2,13.845,339.0,3.7,48,8,1,8,3042,160.6692308,4.2,15.18538462,339.0,3.7,13.845,179.9,3.8,14.92666667,338.95
3,10,19.997,119.99,4.3,33,9,2,10,15750,99.99,4.2,16.95,119.99,4.3,19.997,119.99,4.3,19.997,119.94
6,2,16.77,23.99,4.3,127,8,1,8,4500,23.99,4.3,16.77,82.82142857,4.1,12.41857143,58.99,3.9,12.08333333,23.99
8,11,21.89727273,145.5509091,3.8,61,8,1,8,2856,112.0,4.2,13.44,105.0,4.2,23.38571429,145.5509091,3.8,21.89727273,155.0
4,10,17.238,35.0,3.7,22,9,1,7,10000,89.9,4.1,29.79,35.0,3.7,17.238,78.53571429,4.4,23.84714286,35.0
8,14,16.65714286,157.1428571,4.1,122,9,1,7,2992,118.3636364,4.2,15.48,105.0,4.2,24.93875,155.0,3.8,16.47,152.6333333
0,17,19.38352941,86.9,3.9,62,8,2,1,20000,86.9,3.9,19.38352941,86.9,3.9,19.38352941,39.99,4.0,16.53368421,88.48823529
1,4,17.1225,98.9,4.0,31,9,2,10,2808,154.6958824,4.2,43.88117647,98.9,4.0,17.1225,98.9,4.0,17.1225,98.9
0,2,24.69,47.9,4.2,26,9,1,7,8000,77.93333333,3.9,19.952,47.9,4.2,24.69,39.99,4.0,20.4175,47.9
6,4,9.4225,58.99,3.9,159,8,3,5,3960,23.99,4.3,7.988571429,79.99,4.1,21.943125,58.99,3.9,9.4225,58.99
0,23,18.77652174,89.9,3.9,54,9,1,9,20000,89.9,3.9,18.77652174,163.3987097,4.4,24.3246875,45.95,4.0,15.1,89.9
6,11,11.43454545,29.9,4.5,169,9,1,3,1200,23.99,4.3,14.19875,83.74,4.1,11.876875,58.99,3.9,15.228,29.9
6,11,16.30272727,58.99,3.9,118,9,1,4,3960,58.99,3.9,16.30272727,79.99,4.1,14.485,58.99,3.9,16.30272727,58.99
7,8,14.29375,118.05,4.4,27,8,4,11,4693,56.99,4.3,12.714,118.05,4.4,14.29375,118.05,4.4,14.29375,142.5
5,46,5.28173913,53.9,4.1,111,9,1,4,19800,53.9,4.1,5.28173913,53.9,4.2,19.46846154,53.9,4.1,19.07142857,53.9
5,1,33.0,99.99,4.1,3,8,2,2,8000,99.99,4.1,33.0,99.99,4.1,33.0,99.99,4.1,33.0,99.94
5,5,22.42,49.9,4.3,58,9,0,6,32560,49.9,4.1,19.89083333,49.9,4.2,23.25166667,49.9,4.1,22.87866667,49.9
8,21,20.90238095,205.6857143,4.1,90,8,2,2,3510,128.2416667,4.2,15.92666667,108.0,4.2,18.25363636,182.0,3.8,19.33,220.77
6,10,16.745,79.99,4.1,113,9,1,7,3960,23.99,4.3,18.81,79.99,4.1,16.745,58.99,3.9,7.67,79.99
1,5,35.122,139.99,4.2,5,10,2,4,8000,139.99,4.2,35.122,139.99,4.2,35.122,139.99,4.2,35.122,159.99
5,1,18.0,49.9,4.3,184,10,1,12,32560,55.1,4.1,15.75960784,55.425,4.2,19.184375,55.75,4.1,17.26727273,54.45
0,8,16.33375,39.24,4.0,15,8,1,8,3800,74.0,3.9,17.25571429,39.24,4.0,16.33375,39.24,4.0,16.33375,39.99
5,20,16.016,51.32222222,4.2,339,8,4,11,32560,52.40694444,4.1,17.06747253,53.64828125,4.2,16.07586207,53.78571429,4.1,18.27550725,59.9
0,1,8.76,215.0,4.4,57,8,1,5,12600,89.9,3.9,15.01189655,215.0,4.4,8.76,45.95,4.0,15.1,214.95
6,28,20.50535714,330.0,4.2,127,8,1,8,2992,23.99,4.3,16.77,82.82142857,4.1,12.41857143,58.99,3.9,12.08333333,330.0
3,4,14.845,35.0,4.4,18,9,1,4,7776,89.86333333,4.2,19.87666667,129.99,4.3,23.49,35.0,4.4,14.845,35.0
6,5,14.368,51.512,4.2,113,9,1,7,3762,23.99,4.3,18.81,79.99,4.1,16.745,58.99,3.9,7.67,49.98
6,3,16.27,23.99,4.3,131,9,0,6,4500,23.99,4.3,16.27,79.99,4.1,13.36230769,58.99,3.9,16.43,23.99
7,14,15.19642857,50.49,4.3,18,9,1,3,3360,50.49,4.3,15.19642857,117.7,4.4,15.175,50.49,4.3,15.19642857,56.99
3,3,19.87666667,89.86333333,4.2,18,9,1,4,15750,89.86333333,4.2,19.87666667,129.99,4.3,23.49,35.0,4.4,14.845,99.99
5,5,16.782,59.9,4.2,115,9,1,9,32560,59.9,4.1,17.18702703,59.9,4.2,16.81176471,59.9,4.1,16.29461538,59.9
3,27,20.83703704,157.3603704,3.8,42,8,4,11,16530,99.99,4.2,16.1875,129.99,4.3,22.67444444,157.3603704,3.8,20.83703704,146.99
5,3,20.99,49.9,4.1,54,9,1,7,19800,49.91,4.1,28.37333333,49.9,4.2,33.28142857,49.9,4.1,20.99,49.9
1,3,33.4,159.99,4.2,3,8,2,2,8000,159.99,4.2,33.4,159.99,4.2,33.4,159.99,4.2,33.4,159.94
6,15,23.20533333,349.9,4.3,126,8,2,2,11400,23.99,4.3,12.55,89.99,4.1,16.30764706,58.99,3.9,19.575,349.9
4,9,23.77666667,83.83333333,4.4,19,8,1,8,12000,103.2333333,4.1,22.3,35.0,3.7,15.628125,83.83333333,4.4,23.77666667,78.53571429
1,71,14.53591549,78.7122807,3.5,202,8,2,2,2210,149.0,4.2,41.16322581,149.9,4.3,26.55289855,78.7122807,3.5,14.53591549,97.6425
6,7,29.09285714,349.9,4.3,112,10,1,12,11400,23.99,4.3,12.45684211,89.99,4.1,15.89473684,58.99,3.9,16.33222222,322.1363636
4,44,16.11590909,69.9,4.1,52,8,2,2,15000,69.9,4.1,16.11590909,38.4,3.7,18.68555556,99.9,4.4,28.89076923,69.9953271
5,20,20.563,53.9,4.0,111,9,1,4,19800,53.9,4.1,5.28173913,53.9,4.2,19.46846154,53.9,4.1,19.07142857,53.9
6,9,16.33222222,58.99,3.9,112,10,1,12,3960,23.99,4.3,12.45684211,89.99,4.1,15.89473684,58.99,3.9,16.33222222,58.99
6,7,25.64142857,349.9,4.3,118,9,1,4,11400,349.9,4.3,25.64142857,79.99,4.1,14.485,58.99,3.9,16.30272727,349.9
6,2,22.08,84.99,3.8,131,9,0,6,8151,23.99,4.3,16.27,79.99,4.1,13.36230769,58.99,3.9,16.43,84.94
3,1,15.7,134.99,3.8,39,8,1,8,16530,99.99,4.2,18.975,116.9275,4.3,19.02125,134.99,3.8,15.7,134.99
5,2,34.13,109.99,4.1,34,8,1,5,8000,59.9,4.1,19.7325,59.9,4.2,26.24666667,109.99,4.1,34.13,96.65666667
6,10,19.824,325.0,4.2,98,8,2,1,2992,23.99,4.3,11.28736842,89.99,4.1,14.811,58.99,3.9,22.67833333,325.0
3,3,16.54,99.99,4.2,102,8,2,1,15750,99.99,4.2,16.54,129.99,4.3,17.41,29.5,4.4,16.53263158,99.99
0,2,15.1,45.95,4.0,54,9,1,9,3800,89.9,3.9,18.77652174,163.3987097,4.4,24.3246875,45.95,4.0,15.1,45.95
3,14,19.91214286,99.99,4.3,42,10,1,7,32736,99.99,4.2,16.52909091,129.99,4.3,18.715625,99.99,4.3,19.91214286,99.99
1,44,48.0475,136.1428571,4.2,127,9,1,3,8000,136.1428571,4.2,48.0475,149.9,4.3,28.47588235,81.02391304,3.5,18.22148148,149.0
1,10,12.015,109.9,4.0,17,10,1,7,2808,139.99,4.2,48.10833333,109.9,4.0,12.015,109.9,4.0,12.015,100.9
3,1,15.7,134.99,3.8,42,10,1,7,16530,99.99,4.2,16.52909091,129.99,4.3,18.715625,134.99,3.8,15.7,134.94
8,13,15.90846154,108.0,4.2,91,8,4,11,7632,133.0,4.2,19.91666667,108.0,4.2,15.90846154,174.4333333,3.8,20.99277778,107.95
6,20,14.811,89.99,4.1,98,8,2,1,3960,23.99,4.3,11.28736842,89.99,4.1,14.811,58.99,3.9,22.67833333,89.99
8,9,14.63333333,78.0,3.9,59,8,2,1,640,78.0,3.9,14.63333333,108.0,4.2,16.19636364,199.0,3.8,21.88,78.0
6,15,9.551333333,29.9,4.5,98,8,2,1,1200,23.99,4.3,11.28736842,89.99,4.1,14.811,58.99,3.9,22.67833333,29.9
8,16,17.154375,167.5,4.1,125,9,1,3,2992,117.4412903,4.2,18.26129032,105.6428571,4.2,21.6652381,151.8784375,3.8,20.31375,204.6181818
3,11,20.49090909,99.99,4.3,42,8,1,6,32736,99.99,4.2,13.82642857,129.99,4.3,17.06117647,99.99,4.3,20.49090909,99.99
6,6,16.43,58.99,3.9,131,9,0,6,3960,23.99,4.3,16.27,79.99,4.1,13.36230769,58.99,3.9,16.43,58.99
1,52,18.94307692,149.9,4.3,78,8,3,5,4840,119.0,4.2,39.2172,149.9,4.3,18.94307692,79.8,3.5,14.41454545,149.9
6,1,11.06,64.99,3.9,9,9,1,1,3960,64.99,3.9,11.06,64.99,3.9,11.06,64.99,3.9,11.06,64.94
6,2,7.67,58.99,3.9,113,9,1,7,3960,23.99,4.3,18.81,79.99,4.1,16.745,58.99,3.9,7.67,58.99
6,25,15.6392,58.99,3.9,89,9,1,9,3960,23.99,4.3,16.12,89.99,4.1,13.96428571,58.99,3.9,15.6392,58.99
1,2,13.415,77.9,3.5,18,8,1,8,2210,119.99,4.2,39.046,149.9,4.3,24.76,77.9,3.5,13.415,77.9
6,4,26.9275,349.9,4.3,19,8,2,2,11400,19.99,4.3,11.75090909,349.9,4.3,26.9275,64.99,3.9,15.348,349.9
8,32,15.7621875,132.53125,3.8,260,8,3,5,2856,103.7925234,4.2,0.095438596,105.0,4.2,11.3772973,132.53125,3.8,15.7621875,150.1333333
0,3,12.93333333,45.95,4.0,61,8,1,6,3800,89.9,3.9,14.76921569,209.0,4.4,21.322,45.95,4.0,12.93333333,45.95
8,13,4.088461538,204.3846154,4.1,178,9,1,4,3510,105.648625,4.2,2.181647059,105.0,4.2,13.63142857,150.1333333,3.8,19.44777778,216.1875
8,11,15.52545455,161.5909091,4.2,29,10,1,7,2288,161.5909091,4.2,15.52545455,161.5909091,4.2,15.52545455,197.383,3.8,16.606,163.0
6,12,28.41416667,349.9,4.3,98,8,2,1,11400,23.99,4.3,11.28736842,89.99,4.1,14.811,58.99,3.9,22.67833333,349.9
6,13,37.09153846,116.5284615,4.1,118,9,1,4,5700,116.5284615,4.1,37.09153846,79.99,4.1,14.485,58.99,3.9,16.30272727,110.99
5,69,18.27550725,53.78571429,4.1,339,8,4,11,19800,52.40694444,4.1,17.06747253,53.64828125,4.2,16.07586207,53.78571429,4.1,18.27550725,59.9
1,69,26.55289855,149.9,4.3,202,8,2,2,4840,149.0,4.2,41.16322581,149.9,4.3,26.55289855,78.7122807,3.5,14.53591549,150.3545455
4,3,22.3,103.2333333,4.1,19,8,1,8,15000,103.2333333,4.1,22.3,35.0,3.7,15.628125,83.83333333,4.4,23.77666667,89.9
5,17,16.81176471,59.9,4.2,115,9,1,9,32560,59.9,4.1,17.18702703,59.9,4.2,16.81176471,59.9,4.1,16.29461538,59.9
8,2,7.8,78.0,3.9,91,8,4,11,640,133.0,4.2,19.91666667,108.0,4.2,15.90846154,174.4333333,3.8,20.99277778,78.0
8,28,13.09035714,77.82142857,3.9,61,8,1,8,640,112.0,4.2,13.44,105.0,4.2,23.38571429,145.5509091,3.8,21.89727273,78.0
6,6,21.075,325.0,4.2,82,8,1,8,2992,23.39740741,4.3,14.27678571,89.99,4.1,13.41055556,58.99,3.9,16.24090909,324.95
1,1,13.71,98.9,4.0,35,10,1,12,2808,149.99,4.2,38.57,98.9,4.0,13.71,109.9,3.5,25.24916667,98.9
5,13,16.29461538,59.9,4.1,115,9,1,9,19800,59.9,4.1,17.18702703,59.9,4.2,16.81176471,59.9,4.1,16.29461538,59.9
5,13,19.46846154,53.9,4.2,111,9,1,4,32560,53.9,4.1,5.28173913,53.9,4.2,19.46846154,53.9,4.1,19.07142857,53.9
5,3,34.21666667,82.63333333,4.1,17,10,2,4,19656,82.63333333,4.1,34.21666667,82.63333333,4.1,34.21666667,82.63333333,4.1,34.21666667,69.9
5,25,12.98,53.05789474,4.1,102,8,3,5,19800,53.41515152,4.1,10.75303571,53.70952381,4.2,13.51034483,53.05789474,4.1,12.98,53.9
6,3,12.08333333,58.99,3.9,127,8,1,8,3960,23.99,4.3,16.77,82.82142857,4.1,12.41857143,58.99,3.9,12.08333333,58.99
5,4,32.0925,109.99,4.3,34,8,1,5,8000,59.9,4.1,19.7325,59.9,4.2,26.24666667,109.99,4.3,32.0925,109.94
1,27,18.22148148,81.02391304,3.5,127,9,1,3,2210,136.1428571,4.2,48.0475,149.9,4.3,28.47588235,81.02391304,3.5,18.22148148,78.7122807
6,29,11.13517241,19.99,4.3,61,10,1,7,4500,19.99,4.3,11.13517241,89.99,4.1,12.11882353,59.25666667,3.9,17.998,19.99
5,13,18.98153846,59.9,4.3,146,9,2,10,32560,59.9,4.1,18.06589744,59.9,4.2,17.59548387,59.9,4.1,16.81416667,59.9
5,29,13.51034483,53.70952381,4.2,102,8,3,5,32560,53.41515152,4.1,10.75303571,53.70952381,4.2,13.51034483,53.05789474,4.1,12.98,53.9
3,11,16.52909091,99.99,4.2,42,10,1,7,15750,99.99,4.2,16.52909091,129.99,4.3,18.715625,99.99,4.2,16.52909091,99.99
5,36,16.81416667,59.9,4.1,146,9,2,10,19800,59.9,4.1,18.06589744,59.9,4.2,17.59548387,59.9,4.1,16.81416667,59.9
3,8,18.77875,129.99,4.3,22,8,1,3,15750,99.99,4.2,16.64428571,129.99,4.3,18.77875,129.99,4.3,18.77875,129.94
1,3,21.82666667,89.9,3.5,66,9,0,6,2926,114.4911538,4.2,53.62555556,149.9,4.3,27.62666667,78.9,3.5,17.328,89.85
0,8,20.4175,39.99,4.0,26,9,1,7,3800,77.93333333,3.9,19.952,39.99,4.0,20.4175,39.99,4.0,20.4175,39.99
1,1,15.52,109.9,3.5,36,8,4,11,2210,149.99,4.2,42.51722222,109.9,3.5,15.52,109.9,3.5,15.52,109.85
5,6,32.32,49.9,4.1,46,8,1,8,19800,49.91,4.1,20.32833333,49.9,4.2,36.442,49.9,4.1,32.32,49.9
4,28,13.65214286,36.85428571,3.7,64,8,4,11,10000,75.0,4.1,16.13272727,36.85428571,3.7,13.65214286,99.9,4.4,21.19,38.4
0,23,23.00565217,79.9,3.9,43,9,0,6,20000,79.9,3.9,23.00565217,79.9,3.9,23.00565217,39.99,4.0,13.998,83.64961538
0,2,12.055,47.9,4.2,57,8,3,5,8000,83.64961538,3.9,16.78038462,47.9,4.2,12.055,39.99,4.0,10.25631579,47.9
4,1,19.44,35.0,3.8,19,8,1,8,14000,103.2333333,4.1,22.3,35.0,3.7,15.628125,83.83333333,4.4,23.77666667,34.95
2,24,16.16375,19.9,4.2,33,8,1,8,2304,19.9,4.2,16.16375,19.9,3.9,15.83272727,19.9,4.2,16.16375,19.9
5,48,18.281875,50.35714286,4.1,160,8,2,2,19800,50.54516129,4.1,16.61153846,50.9,4.2,17.51944444,50.35714286,4.1,18.281875,49.9
0,7,17.25571429,74.0,3.9,15,8,1,8,20000,74.0,3.9,17.25571429,74.0,3.9,17.25571429,39.24,4.0,16.33375,77.93333333
8,14,15.12928571,145.9942857,4.0,90,8,2,2,4480,128.2416667,4.2,15.92666667,108.0,4.2,18.25363636,182.0,3.8,19.33,148.5
6,8,14.19875,23.99,4.3,169,9,1,3,4500,23.99,4.3,14.19875,83.74,4.1,11.876875,58.99,3.9,15.228,23.99
2,7,12.98571429,35.05714286,4.2,13,9,1,4,2304,35.05714286,4.2,12.98571429,34.2,3.9,15.015,35.05714286,4.2,12.98571429,32.5
6,28,14.27678571,23.39740741,4.3,82,8,1,8,4500,23.39740741,4.3,14.27678571,89.99,4.1,13.41055556,58.99,3.9,16.24090909,19.99
5,7,43.68,99.99,4.3,54,9,1,7,8000,49.91,4.1,28.37333333,49.9,4.2,33.28142857,49.9,4.1,20.99,89.99
1,10,17.328,78.9,3.5,66,9,0,6,2210,114.4911538,4.2,53.62555556,149.9,4.3,27.62666667,78.9,3.5,17.328,79.8
6,43,35.51837209,122.99,4.1,131,9,0,6,5700,23.99,4.3,16.27,79.99,4.1,13.36230769,58.99,3.9,16.43,119.99
